County Code,County,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,SO2 99th Percentile 1-hr,SO2 2nd Max 24-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,PM10 2nd Max 24-hr
39089,"Licking County, OH",.,.,.,0.07,0.065,.,.,.,.,.
39091,"Logan County, OH",.,.,.,.,.,.,.,.,.,.
39093,"Lorain County, OH",.,.,.,0.07,0.06,.,.,21,9.1,21
39095,"Lucas County, OH",.,.,.,0.08,0.068,29,8,22,10.2,.
39097,"Madison County, OH",.,.,.,0.07,0.066,.,.,.,.,.
39099,"Mahoning County, OH",.,.,.,0.07,0.063,27,7,23,10.9,39
39101,"Marion County, OH",.,.,.,.,.,.,.,.,.,.
39103,"Medina County, OH",.,.,.,0.07,0.065,.,.,23,9.1,.
39105,"Meigs County, OH",.,.,.,.,.,33,6,.,.,.
39109,"Miami County, OH",.,.,.,0.08,0.07,.,.,.,.,.
39113,"Montgomery County, OH",1.8,1.2,.,0.08,0.069,.,.,23,10.9,32
39115,"Morgan County, OH",.,.,.,.,.,124,39,.,.,.
39121,"Noble County, OH",.,.,.,0.08,0.063,.,.,.,.,.
39133,"Portage County, OH",.,.,.,0.07,0.058,.,.,23,8.9,.
39135,"Preble County, OH",1.5,0.4,.,0.07,0.067,16,5,21,9.7,.
39145,"Scioto County, OH",.,.,.,.,.,14,4,18,9.4,40
39151,"Stark County, OH",1.3,0.9,.,0.08,0.07,.,.,28,12,.
39153,"Summit County, OH",1.3,0.8,.,0.07,0.06,59,19,25,10.9,.
39155,"Trumbull County, OH",.,.,.,0.08,0.068,.,.,25,9.8,32
39165,"Warren County, OH",.,.,.,0.09,0.067,.,.,.,.,.
39167,"Washington County, OH",.,.,.,0.08,0.063,.,.,.,.,.
39173,"Wood County, OH",.,.,.,0.07,0.065,.,.,.,.,.
40001,"Adair County, OK",0.6,0.4,.,0.07,0.066,5,2,.,.,62
40013,"Bryan County, OK",.,.,.,0.08,0.069,.,.,.,.,.
40015,"Caddo County, OK",.,.,.,0.08,0.065,.,.,.,.,.
40017,"Canadian County, OK",.,.,41,0.08,0.071,.,.,.,.,.
40021,"Cherokee County, OK",.,.,.,0.08,0.065,.,.,.,.,.
40027,"Cleveland County, OK",.,.,.,0.08,0.069,.,.,21,9.9,.
40031,"Comanche County, OK",.,.,.,0.08,0.072,.,.,22,9.1,.
40037,"Creek County, OK",.,.,.,0.08,0.068,.,.,.,.,.
40043,"Dewey County, OK",.,.,.,0.08,0.069,.,.,.,.,.
40067,"Jefferson County, OK",.,.,.,0.09,0.074,.,.,.,.,.
40071,"Kay County, OK",.,.,.,0.08,0.073,30,9,20,9.1,.
40085,"Love County, OK",.,.,.,0.09,0.078,.,.,22,10,.
40087,"McClain County, OK",.,.,.,0.08,0.066,.,.,.,.,.
40097,"Mayes County, OK",.,.,.,0.08,0.065,.,.,.,.,.
40101,"Muskogee County, OK",.,.,.,.,.,37,9,.,.,74
40109,"Oklahoma County, OK",1,0.8,46,0.09,0.073,3,2,21,10,62
40115,"Ottawa County, OK",.,.,.,0.08,0.066,.,.,.,.,53
40121,"Pittsburg County, OK",.,.,.,0.08,0.071,.,.,23,10,.
40125,"Pottawatomie County, OK",.,.,.,0.07,0.065,.,.,.,.,.
40135,"Sequoyah County, OK",.,.,28,0.08,0.067,.,.,22,9.7,58
40143,"Tulsa County, OK",1.6,1,38,0.1,0.072,48,19,22,10.4,67
41005,"Clackamas County, OR",.,.,.,0.07,0.059,.,.,.,.,.
41009,"Columbia County, OR",.,.,.,0.06,0.047,.,.,.,.,.
41013,"Crook County, OR",.,.,.,.,.,.,.,49,11,.
41017,"Deschutes County, OR",.,.,.,0.06,0.056,.,.,.,.,.
41025,"Harney County, OR",.,.,.,.,.,.,.,38,9.9,.
41029,"Jackson County, OR",.,.,.,0.08,0.067,.,.,85,14.5,71
41033,"Josephine County, OR",.,.,.,.,.,.,.,36,11.9,.
41035,"Klamath County, OR",.,.,.,.,.,.,.,50,13,.
41037,"Lake County, OR",.,.,.,.,.,.,.,94,14.6,.
41039,"Lane County, OR",.,.,.,0.06,0.056,.,.,41,9.8,42
41047,"Marion County, OR",.,.,.,0.07,0.055,.,.,.,.,.
41051,"Multnomah County, OR",2.2,1.8,33,0.08,0.053,5,3,36,8.7,43
41059,"Umatilla County, OR",.,.,.,0.07,0.062,.,.,32,8,.
41061,"Union County, OR",.,.,.,.,.,.,.,.,.,34
41067,"Washington County, OR",.,.,.,0.06,0.052,.,.,43,9.1,42
42001,"Adams County, PA",0.8,0.7,20,0.08,0.067,.,.,25,10.4,.
42003,"Allegheny County, PA",2.1,1.5,40,0.09,0.076,81,24,31,12,65
42005,"Armstrong County, PA",.,.,.,0.09,0.078,.,.,23,10.7,.
42007,"Beaver County, PA",.,.,38,0.09,0.072,42,12,25,11.2,40
42011,"Berks County, PA",0.8,0.6,34,0.08,0.068,17,5,38,12.8,33
42013,"Blair County, PA",.,.,.,0.07,0.065,33,11,33,12.2,36
42015,"Bradford County, PA",.,.,20,0.06,0.053,.,.,.,.,.
42017,"Bucks County, PA",2.4,1.8,34,0.09,0.073,16,8,37,11.6,.
42021,"Cambria County, PA",2,1.6,37,0.08,0.065,37,13,30,11.9,86
42025,"Carbon County, PA",.,.,.,.,.,.,.,.,.,.
42027,"Centre County, PA",.,.,34,0.07,0.065,18,4,22,9.1,.
42029,"Chester County, PA",.,.,.,0.08,0.068,.,.,29,10.8,.
42033,"Clearfield County, PA",.,.,.,0.08,0.067,.,.,.,.,.
42041,"Cumberland County, PA",.,.,.,.,.,.,.,40,12.1,.
42043,"Dauphin County, PA",.,.,.,0.08,0.068,.,.,36,14.6,59
42045,"Delaware County, PA",.,.,43,0.08,0.069,15,10,31,11.5,51
42047,"Elk County, PA",.,.,.,0.07,0.065,.,.,.,.,.
42049,"Erie County, PA",1.1,0.8,36,0.08,0.068,12,6,26,12.2,31
42055,"Franklin County, PA",.,.,.,0.08,0.071,.,.,.,.,.
42059,"Greene County, PA",.,.,.,0.08,0.066,16,5,.,.,.
42063,"Indiana County, PA",.,.,.,0.08,0.072,66,16,.,.,.
42069,"Lackawanna County, PA",1.8,1.3,40,0.08,0.067,.,.,24,9.2,.
42071,"Lancaster County, PA",.,.,37,0.08,0.066,.,.,34,11.3,44
42073,"Lawrence County, PA",1,0.9,.,0.08,0.068,39,10,.,.,54
42075,"Lebanon County, PA",.,.,.,0.09,0.072,.,.,36,11.2,.
42077,"Lehigh County, PA",.,.,.,0.08,0.068,.,.,.,.,42
42079,"Luzerne County, PA",.,.,.,0.08,0.063,7,5,.,.,45
42081,"Lycoming County, PA",.,.,.,0.07,0.065,.,.,.,.,22
42085,"Mercer County, PA",.,.,.,0.08,0.069,.,.,24,11.4,.
42089,"Monroe County, PA",.,.,.,0.07,0.062,.,.,22,9.4,.
42091,"Montgomery County, PA",.,.,.,0.08,0.069,9,5,28,10.1,.
42095,"Northampton County, PA",1.5,1.1,37,0.07,0.065,14,6,37,12.6,53
42099,"Perry County, PA",.,.,21,0.07,0.065,9,3,.,.,.
42101,"Philadelphia County, PA",2.3,1.7,52,0.08,0.071,15,6,36,11.7,64
42111,"Somerset County, PA",.,.,.,0.07,0.061,.,.,.,.,.
42117,"Tioga County, PA",.,.,11,0.07,0.066,.,.,.,.,.
42123,"Warren County, PA",.,.,.,.,.,123,27,.,.,.
42125,"Washington County, PA",1.2,0.7,34,0.09,0.071,21,9,22,10.6,32
42129,"Westmoreland County, PA",.,.,.,0.08,0.07,.,.,27,13,.
42133,"York County, PA",2,1.2,39,0.09,0.068,19,4,32,11.5,43
44003,"Kent County, RI",.,.,8,0.1,0.073,.,.,15,6.3,17
44007,"Providence County, RI",2,1.3,43,0.1,0.076,14,5,23,9.5,41
44009,"Washington County, RI",.,.,.,0.1,0.079,.,.,17,5.2,.
45001,"Abbeville County, SC",.,.,.,0.07,0.055,.,.,.,.,.
45003,"Aiken County, SC",.,.,.,0.07,0.061,.,.,.,.,.
45007,"Anderson County, SC",.,.,.,0.06,0.057,.,.,.,.,.
45015,"Berkeley County, SC",.,.,.,0.07,0.058,.,.,.,.,.
45019,"Charleston County, SC",.,.,37,0.07,0.059,15,6,17,8,34
45021,"Cherokee County, SC",.,.,.,0.08,0.063,.,.,.,.,.
45025,"Chesterfield County, SC",.,.,.,0.06,0.058,.,.,18,7.6,23
45029,"Colleton County, SC",.,.,.,0.06,0.05,.,.,.,.,.
45031,"Darlington County, SC",.,.,.,0.07,0.059,.,.,.,.,.
45037,"Edgefield County, SC",.,.,.,0.06,0.048,.,.,19,8.7,.
45041,"Florence County, SC",.,.,.,.,.,.,.,18,8.6,.
45043,"Georgetown County, SC",.,.,.,.,.,.,.,.,.,60
45045,"Greenville County, SC",.,.,45,0.07,0.063,3,1,21,9,29
45063,"Lexington County, SC",.,.,.,.,.,31,7,20,9.1,36
45073,"Oconee County, SC",.,.,.,0.06,0.053,4,1,.,.,.
45077,"Pickens County, SC",.,.,.,0.07,0.06,.,.,.,.,.
45079,"Richland County, SC",1.1,0.7,34,0.07,0.061,22,3,22,9.4,34
45083,"Spartanburg County, SC",.,.,.,0.08,0.065,.,.,20,8.8,.
45091,"York County, SC",.,.,.,0.08,0.063,3,1,.,.,.
46011,"Brookings County, SD",.,.,.,0.07,0.063,.,.,23,8.2,74
46013,"Brown County, SD",.,.,.,.,.,.,.,21,7.3,66
46029,"Codington County, SD",.,.,.,.,.,.,.,21,9.7,73
46033,"Custer County, SD",.,.,.,0.07,0.061,.,.,9,3.1,25
46071,"Jackson County, SD",.,.,6,0.07,0.062,9,3,14,5.3,40
46093,"Meade County, SD",.,.,.,0.07,0.063,.,.,.,.,35
46099,"Minnehaha County, SD",1.1,0.5,34,0.08,0.067,3,1,23,8.9,55
46103,"Pennington County, SD",.,.,39,.,.,9,2,15,7.9,128
46127,"Union County, SD",0.5,0.3,39,0.07,0.063,6,2,24,10.5,75
47001,"Anderson County, TN",.,.,.,0.07,0.06,5,2,.,.,.
47009,"Blount County, TN",1.1,0.3,.,0.08,0.064,4,1,17,8.6,.
47011,"Bradley County, TN",.,.,.,.,.,33,10,.,.,.
47025,"Claiborne County, TN",.,.,.,0.07,0.061,.,.,.,.,.
47037,"Davidson County, TN",1.6,1.2,42,0.08,0.06,10,5,20,10.1,29
47041,"DeKalb County, TN",.,.,.,0.07,0.062,.,.,.,.,.
47045,"Dyer County, TN",.,.,.,.,.,.,.,17,8.9,.
47065,"Hamilton County, TN",.,.,.,0.08,0.064,.,.,20,9.3,31
47089,"Jefferson County, TN",.,.,.,0.08,0.065,.,.,.,.,.
47093,"Knox County, TN",.,.,.,0.07,0.061,.,.,20,10.2,27
47099,"Lawrence County, TN",.,.,.,.,.,.,.,17,7.9,.
47105,"Loudon County, TN",.,.,.,0.07,0.061,.,.,17,9.1,.
47107,"McMinn County, TN",.,.,.,.,.,44,11,17,8.8,.
47113,"Madison County, TN",.,.,.,.,.,.,.,18,8.6,.
47119,"Maury County, TN",.,.,.,.,.,.,.,15,7.9,.
47121,"Meigs County, TN",.,.,.,0.07,0.059,.,.,.,.,.
47125,"Montgomery County, TN",.,.,18,.,.,28,6,20,9,26
47141,"Putnam County, TN",.,.,.,.,.,.,.,17,8.3,.
47145,"Roane County, TN",.,.,.,.,.,.,.,23,11.7,56
47155,"Sevier County, TN",.,.,.,0.07,0.066,4,1,.,.,.
47157,"Shelby County, TN",2.4,1.9,.,0.08,0.069,9,4,20,9.5,51
47163,"Sullivan County, TN",2.8,0.9,64,0.08,0.063,379,75,16,8.6,.
47165,"Sumner County, TN",.,.,.,0.08,0.068,.,.,20,9.2,.
47173,"Union County, TN",.,.,.,.,.,.,.,.,.,69
47187,"Williamson County, TN",.,.,.,0.07,0.062,.,.,.,.,.
47189,"Wilson County, TN",.,.,.,0.07,0.062,.,.,.,.,.
48027,"Bell County, TX",.,.,.,0.08,0.071,.,.,.,.,.
48029,"Bexar County, TX",.,.,40,0.09,0.083,15,3,26,8.3,71
48037,"Bowie County, TX",.,.,.,.,.,.,.,28,10.4,.
48039,"Brazoria County, TX",.,.,32,0.11,0.084,.,.,.,.,.
48043,"Brewster County, TX",.,.,.,0.07,0.066,.,.,.,.,.
48061,"Cameron County, TX",1.5,0.8,.,0.07,0.062,.,.,26,10.6,.
48085,"Collin County, TX",.,.,.,0.09,0.078,.,.,.,.,.
48113,"Dallas County, TX",2,1.5,49,0.1,0.081,5,2,26,12.9,93
48121,"Denton County, TX",.,.,39,0.1,0.085,.,.,.,.,.
48139,"Ellis County, TX",.,.,35,0.09,0.075,16,3,25,8.9,.
48141,"El Paso County, TX",6.6,2.6,56,0.1,0.073,9,3,36,10.9,233
48167,"Galveston County, TX",.,.,32,0.08,0.064,10,5,27,7.6,46
48183,"Gregg County, TX",.,.,23,0.09,0.071,65,12,.,.,.
48201,"Harris County, TX",2.8,1.9,58,0.1,0.081,35,8,24,12.2,80
48203,"Harrison County, TX",.,.,19,0.08,0.07,.,.,23,9.4,53
48215,"Hidalgo County, TX",.,.,.,0.06,0.055,.,.,31,10.3,88
48221,"Hood County, TX",.,.,.,0.1,0.075,.,.,.,.,.
48231,"Hunt County, TX",.,.,28,0.08,0.07,.,.,.,.,.
48245,"Jefferson County, TX",0.7,0.5,33,0.08,0.067,50,13,.,.,.
48251,"Johnson County, TX",.,.,.,0.1,0.077,.,.,.,.,.
48257,"Kaufman County, TX",.,.,28,0.09,0.075,15,3,.,.,.
48309,"McLennan County, TX",0.2,0.3,24,0.08,0.072,7,2,.,.,.
48339,"Montgomery County, TX",.,.,25,0.09,0.075,.,.,.,.,.
48349,"Navarro County, TX",.,.,28,0.09,0.074,30,7,.,.,.
48355,"Nueces County, TX",.,.,.,0.08,0.066,7,2,29,9.8,55
48361,"Orange County, TX",.,.,28,0.08,0.067,.,.,.,.,.
48367,"Parker County, TX",.,.,.,0.09,0.074,.,.,.,.,.
48373,"Polk County, TX",.,.,.,0.08,0.065,.,.,.,.,.
48375,"Potter County, TX",.,.,.,.,.,25,3,.,.,.
48381,"Randall County, TX",.,.,.,0.08,0.07,.,.,.,.,.
48397,"Rockwall County, TX",.,.,.,0.09,0.073,.,.,.,.,.
48423,"Smith County, TX",.,.,17,0.09,0.071,.,.,.,.,.
48439,"Tarrant County, TX",1.7,1,48,0.1,0.084,.,.,26,10.5,63
48453,"Travis County, TX",0.6,0.3,33,0.08,0.07,5,2,27,8.2,57
48469,"Victoria County, TX",.,.,.,0.07,0.062,.,.,.,.,.
48479,"Webb County, TX",2.2,1.2,.,0.08,0.065,.,.,.,.,105
49003,"Box Elder County, UT",.,.,.,0.08,0.071,.,.,49,9.9,.
49005,"Cache County, UT",.,.,58,0.08,0.066,.,.,68,13,85
49007,"Carbon County, UT",.,.,27,0.08,0.067,.,.,.,.,.
49009,"Daggett County, UT",.,.,.,0.07,0.066,.,.,.,.,.
49011,"Davis County, UT",.,.,60,0.09,0.07,9,3,45,9.5,51
49013,"Duchesne County, UT",.,.,52,0.12,0.108,.,.,.,.,.
49017,"Garfield County, UT",.,.,.,0.07,0.067,.,.,.,.,.
49035,"Salt Lake County, UT",2.7,1.7,62,0.1,0.077,31,6,59,12.1,105
49037,"San Juan County, UT",.,.,.,0.07,0.066,.,.,.,.,.
49045,"Tooele County, UT",.,.,.,0.09,0.072,.,.,43,7.2,.
49047,"Uintah County, UT",2.3,1.8,78,0.16,0.133,5,1,18,5.9,35
49049,"Utah County, UT",3,2.1,75,0.1,0.077,.,.,82,12.5,136
49053,"Washington County, UT",.,.,28,0.08,0.07,.,.,12,6.3,.
49057,"Weber County, UT",7.8,2.7,63,0.09,0.076,.,.,49,11.3,92
50003,"Bennington County, VT",.,.,.,0.07,0.062,.,.,15,6,.
50007,"Chittenden County, VT",1.6,0.9,31,0.07,0.062,3,1,16,6.4,33
50021,"Rutland County, VT",2.9,1.3,36,.,.,10,7,21,8.2,28
51003,"Albemarle County, VA",.,.,.,0.07,0.06,.,.,19,7.6,.
51009,"Amherst County, VA",.,.,.,.,.,.,.,.,.,.
51013,"Arlington County, VA",1.2,1,43,0.08,0.067,.,.,21,8.9,.
51027,"Buchanan County, VA",.,.,.,.,.,.,.,.,.,.
51033,"Caroline County, VA",.,.,.,0.08,0.065,.,.,.,.,.
51035,"Carroll County, VA",.,.,.,.,.,.,.,.,.,22
51036,"Charles County, VA",.,.,41,0.07,0.061,30,5,18,7.6,.
51041,"Chesterfield County, VA",.,.,.,0.07,0.063,.,.,20,8.2,.
51059,"Fairfax County, VA",.,.,.,0.08,0.067,.,.,21,8.3,.
51061,"Fauquier County, VA",.,.,.,0.07,0.059,.,.,.,.,.
51069,"Frederick County, VA",.,.,.,0.07,0.06,.,.,24,8.8,.
51071,"Giles County, VA",.,.,.,0.07,0.061,.,.,.,.,.
51085,"Hanover County, VA",.,.,.,0.07,0.066,.,.,.,.,.
51087,"Henrico County, VA",1.5,1.2,38,0.07,0.065,6,3,19,8.2,30
51101,"King William County, VA",.,.,.,.,.,.,.,.,.,22
51107,"Loudoun County, VA",.,.,37,0.08,0.066,.,.,20,8.5,.
51113,"Madison County, VA",.,.,.,0.07,0.063,.,.,.,.,.
51139,"Page County, VA",.,.,.,0.06,0.06,.,.,20,7.2,.
51147,"Prince Edward County, VA",.,.,.,0.07,0.06,.,.,.,.,.
51153,"Prince William County, VA",.,.,29,0.07,0.066,.,.,.,.,.
51161,"Roanoke County, VA",1,0.8,35,0.07,0.057,6,4,19,8.5,.
51163,"Rockbridge County, VA",.,.,.,0.06,0.058,.,.,.,.,.
51165,"Rockingham County, VA",.,.,40,0.06,0.058,4,3,21,8.4,.
51179,"Stafford County, VA",.,.,.,0.07,0.064,.,.,.,.,.
51197,"Wythe County, VA",.,.,.,0.07,0.059,.,.,.,.,.
51510,"Alexandria City, VA",4.9,3.1,64,0.08,0.063,9,3,.,.,28
51520,"Bristol City, VA",.,.,.,.,.,.,.,16,8.5,.
51630,"Fredericksburg City, VA",.,.,.,.,.,.,.,.,.,21
51650,"Hampton City, VA",1.1,0.9,28,0.07,0.068,38,9,16,7.1,19
51670,"Hopewell City, VA",.,.,.,.,.,.,.,.,.,21
51680,"Lynchburg City, VA",.,.,.,.,.,.,.,18,7.4,.
51710,"Norfolk City, VA",2,1.1,41,.,.,52,10,16,7.5,21
51760,"Richmond City, VA",1.4,1.1,46,.,.,.,.,.,.,.
51770,"Roanoke City, VA",1.3,1,.,.,.,.,.,22,8.3,45
51775,"Salem City, VA",.,.,.,.,.,.,.,19,8.6,.
51800,"Suffolk City, VA",.,.,.,0.08,0.065,.,.,.,.,.
51810,"Virginia Beach City, VA",.,.,.,.,.,.,.,18,7.7,.
51840,"Winchester City, VA",.,.,.,.,.,.,.,.,.,19
53005,"Benton County, WA",.,.,.,.,.,.,.,.,.,226
53007,"Chelan County, WA",.,.,.,.,.,.,.,24,6.8,.
53009,"Clallam County, WA",0.3,0.2,.,0.06,0.051,1,1,.,.,.
53011,"Clark County, WA",.,.,.,0.07,0.052,.,.,56,12.3,.
53033,"King County, WA",1.5,1.3,41,0.08,0.057,9,3,31,12.2,28
53035,"Kitsap County, WA",.,.,.,.,.,.,.,13,4.7,.
53053,"Pierce County, WA",.,.,.,0.07,0.059,.,.,39,8.9,.
53057,"Skagit County, WA",.,.,23,0.06,0.048,5,2,14,7.2,.
53061,"Snohomish County, WA",.,.,.,.,.,.,.,29,8.3,.
53063,"Spokane County, WA",3.3,2.3,.,0.07,0.062,.,.,31,9.2,68
53065,"Stevens County, WA",.,.,.,.,.,.,.,.,.,93
53067,"Thurston County, WA",.,.,.,0.06,0.05,.,.,39,12.6,.
53073,"Whatcom County, WA",.,.,.,0.05,0.043,.,.,18,6.7,.
53077,"Yakima County, WA",.,.,.,.,.,.,.,41,9.6,84
54003,"Berkeley County, WV",.,.,.,0.07,0.063,.,.,22,9.8,.
54009,"Brooke County, WV",0.9,0.7,.,.,.,62,19,27,11,36
54011,"Cabell County, WV",.,.,.,0.07,0.059,19,17,20,9.4,.
54021,"Gilmer County, WV",.,.,.,0.07,0.058,.,.,.,.,.
54025,"Greenbrier County, WV",.,.,.,0.07,0.06,.,.,.,.,.
54029,"Hancock County, WV",1.9,1.3,.,0.08,0.069,40,12,27,10.1,46
54033,"Harrison County, WV",.,.,.,.,.,.,.,19,8.8,.
54039,"Kanawha County, WV",.,.,.,0.08,0.067,42,18,20,9.8,30
54049,"Marion County, WV",.,.,.,.,.,.,.,18,9.3,.
54051,"Marshall County, WV",.,.,.,.,.,43,21,23,10.4,.
54061,"Monongalia County, WV",.,.,.,0.08,0.064,14,6,19,8.9,.
54069,"Ohio County, WV",.,.,.,0.08,0.063,.,.,25,10.1,.
54081,"Raleigh County, WV",.,.,.,.,.,.,.,18,7.5,.
54093,"Tucker County, WV",.,.,.,0.07,0.06,.,.,.,.,.
54107,"Wood County, WV",.,.,.,0.08,0.064,25,10,21,9.4,.
55003,"Ashland County, WI",.,.,.,0.06,0.058,.,.,16,4.8,.
55005,"Barron County, WI",.,.,.,.,.,.,.,.,.,67
55009,"Brown County, WI",.,.,.,0.07,0.065,76,13,22,7.7,.
55017,"Chippewa County, WI",.,.,.,.,.,.,.,.,.,52
55021,"Columbia County, WI",.,.,.,0.07,0.066,.,.,.,.,.
55025,"Dane County, WI",.,.,.,0.07,0.067,8,4,23,9.3,29
55027,"Dodge County, WI",0.9,0.3,.,0.08,0.067,9,2,18,7.9,35
55029,"Door County, WI",.,.,.,0.08,0.068,.,.,.,.,.
55035,"Eau Claire County, WI",.,.,.,0.07,0.06,.,.,20,7.3,.
55039,"Fond du Lac County, WI",.,.,.,0.08,0.065,.,.,.,.,.
55041,"Forest County, WI",.,.,8,0.07,0.06,4,4,17,4.9,.
55043,"Grant County, WI",.,.,.,.,.,.,.,19,8.9,.
55053,"Jackson County, WI",.,.,.,.,.,.,.,.,.,.
55055,"Jefferson County, WI",.,.,.,0.08,0.069,.,.,.,.,.
55059,"Kenosha County, WI",.,.,.,0.09,0.075,.,.,22,8.7,.
55061,"Kewaunee County, WI",.,.,.,0.08,0.068,.,.,.,.,.
55063,"La Crosse County, WI",.,.,.,0.07,0.061,.,.,18,8.3,.
55071,"Manitowoc County, WI",.,.,9,0.09,0.073,.,.,.,.,.
55073,"Marathon County, WI",.,.,.,0.07,0.063,.,.,.,.,.
55079,"Milwaukee County, WI",.,.,50,0.09,0.07,23,5,25,9.9,38
55081,"Monroe County, WI",.,.,.,.,.,.,.,.,.,35
55085,"Oneida County, WI",.,.,.,.,.,153,59,.,.,.
55087,"Outagamie County, WI",.,.,.,0.08,0.067,.,.,22,8,.
55089,"Ozaukee County, WI",.,.,.,0.08,0.068,.,.,20,7.2,.
55101,"Racine County, WI",.,.,.,0.08,0.066,.,.,.,.,.
55105,"Rock County, WI",.,.,.,0.07,0.067,.,.,.,.,.
55111,"Sauk County, WI",.,.,.,0.07,0.063,.,.,16,7.1,31
55117,"Sheboygan County, WI",.,.,.,0.09,0.078,.,.,.,.,.
55119,"Taylor County, WI",.,.,.,0.07,0.061,.,.,17,6.4,.
55121,"Trempealeau County, WI",.,.,.,.,.,.,.,.,.,38
55125,"Vilas County, WI",.,.,.,0.07,0.06,.,.,14,4.6,.
55127,"Walworth County, WI",.,.,.,0.07,0.067,.,.,.,.,.
55133,"Waukesha County, WI",.,.,.,0.07,0.056,.,.,25,10,32
56001,"Albany County, WY",.,.,.,0.08,0.069,.,.,10,4.6,106
56003,"Big Horn County, WY",.,.,.,0.07,0.064,.,.,.,.,.
56005,"Campbell County, WY",.,.,52,0.07,0.061,37,17,14,6.4,130
56007,"Carbon County, WY",.,.,43,0.06,0.059,32,11,5,1.5,8
56009,"Converse County, WY",.,.,36,0.08,0.067,.,.,8,3.3,75
56013,"Fremont County, WY",0.6,0.3,7,0.07,0.066,.,.,29,7.8,39
56021,"Laramie County, WY",0.4,0.3,37,0.08,0.069,6,2,12,4.6,38
56023,"Lincoln County, WY",.,.,.,.,.,.,.,.,.,120
56025,"Natrona County, WY",.,.,36,0.08,0.065,38,18,13,4.3,38
56029,"Park County, WY",.,.,.,.,.,.,.,15,4.3,31
56031,"Platte County, WY",.,.,.,.,.,.,.,.,.,71
56033,"Sheridan County, WY",.,.,.,0.06,0.058,.,.,18,7,52
56035,"Sublette County, WY",.,.,17,0.07,0.066,.,.,13,4.8,53
56037,"Sweetwater County, WY",.,.,38,0.08,0.067,20,4,12,5.1,168
56039,"Teton County, WY",1.8,0.7,.,0.07,0.063,.,.,11,4.9,47
56041,"Uinta County, WY",.,.,14,0.07,0.065,.,.,.,.,42
56045,"Weston County, WY",.,.,.,0.07,0.067,6,1,.,.,.
72001,"Adjuntas Municipio, PR",.,.,.,.,.,.,.,13,4.7,.
72013,"Arecibo Municipio, PR",.,.,.,.,.,.,.,.,.,.
72021,"Bayamon Municipio, PR",5,1.3,.,.,.,428,186,12,5.2,.
72033,"Catano Municipio, PR",.,.,.,0.03,0.027,89,14,.,.,70
72053,"Fajardo Municipio, PR",.,.,.,.,.,.,.,.,.,56
72057,"Guayama Municipio, PR",.,.,.,.,.,.,.,12,4.8,52
72059,"Guayanilla Municipio, PR",.,.,.,.,.,.,.,10,4.9,.
72061,"Guaynabo Municipio, PR",.,.,.,.,.,.,.,13,6.9,78
72069,"Humacao Municipio, PR",.,.,.,.,.,.,.,10,4.3,.
72077,"Juncos Municipio, PR",.,.,.,0.04,0.034,10,2,.,.,.
72097,"Mayagnez Municipio, PR",.,.,.,.,.,.,.,11,5.4,.
72113,"Ponce Municipio, PR",7.9,2.1,.,.,.,.,.,12,5.8,68
72123,"Salinas Municipio, PR",.,.,.,.,.,30,11,.,.,.
72127,"San Juan Municipio, PR",9.5,2.7,.,.,.,.,.,.,.,.
78010,"St Croix, VI",.,.,.,.,.,15,3,.,.,83
